audio_ID,path,sentence
audio_9bb21fb5,audio_9bb21fb5.mp3,Sasa alikuwa akisoma barua zilizokuwa zimekusanywa kwenye masanduku ya mtaani kwa mwezi septemba
audio_615ab53e,audio_615ab53e.mp3,Swali la pili lilikuwa juu ya watanzania waliomkata ulimi Debby Kashozi
audio_83472f60,audio_83472f60.mp3,hivyo alijihami kabla kwa kuishi mafichoni kama alivyofanya gaidi Osama bin Laden Vita
audio_61bfe105,audio_61bfe105.mp3,kama vile Misri walipofanya kazi kama wanajeshi
audio_c9dd6936,audio_c9dd6936.mp3,benki kuu inatoa ushauri na kuunda sera katika kuhakikisha usalama wa malipo
audio_c02bec5b,audio_c02bec5b.mp3,Hujifukiza wanapokuwa nyumbani wanapokwenda harusini na safari
audio_c2aa5b6a,audio_c2aa5b6a.mp3,baada ya kujua kwamba niko na virusi vya ukimwi
audio_112ef5f4,audio_112ef5f4.mp3,Msongamano wa watu kwa wastani ni wakazi
audio_532dcc84,audio_532dcc84.mp3,mambo ya kuwindana Wanachogombania kwenye siasa ni kupewa
audio_8fcfffa3,audio_8fcfffa3.mp3,isamila kuna nyenzo za mawe za kale
audio_a7f86ce1,audio_a7f86ce1.mp3,katika umoja huu nao ukaitwa Shirikisho la Jamhuri ya Kisovyiet ya Kijamii ya
audio_165c0537,audio_165c0537.mp3,aa batchi zote yaani matoleo yote ambayo yako katika soko la tanzania
audio_b7b440e1,audio_b7b440e1.mp3,mwa wasanii wa mwanzo mwanzo kurekodi albamu nzima Licha ya kurekodiwa kwa nyimbo nyingi
audio_90e9f974,audio_90e9f974.mp3,Oxford na Canterbury kwa mfano wote ni
audio_c199428b,audio_c199428b.mp3,Maranyingi hujitambulisha katika jamii kupitia mapambo ya mwili na uchoraji
audio_5521d415,audio_5521d415.mp3,hivyo basi matokeo ya fulham na chelsea
audio_33af8fac,audio_33af8fac.mp3,Maneno hufuata maudhui maalumu na hurudiwa mara nyingi baada ya muda
audio_6e51253a,audio_6e51253a.mp3,K mkutano wa jumuiya ya madola chogum ambao ulikuwa pamoja
audio_4a2a68bf,audio_4a2a68bf.mp3,watu wa daraja la tatu waliweza kufika kwenye staha
audio_c2b40c89,audio_c2b40c89.mp3,Wakoloni walitusumbua sana
audio_4087c317,audio_4087c317.mp3,na nne ili kufahamu mafanikio ya jeshi hilo katika kupambana na waasi
audio_f9ca17b4,audio_f9ca17b4.mp3,mtalii wa Magharibi kuwa watu wa mashariki
audio_87d9dfb0,audio_87d9dfb0.mp3,sakiti za ubongo na uwezo kuibua uwezekano wa kudhuru afya ya muda
audio_c7ed926e,audio_c7ed926e.mp3,alijitangaza vya kutosha akiwa mwaka wa kwanza chuoni
audio_dd24c958,audio_dd24c958.mp3,wanashindana kwa kaaslimia kamoja
audio_2adc2dcc,audio_2adc2dcc.mp3,katika mazishi yanayohudhuriwa na wanaume pekee
audio_5794a2e9,audio_5794a2e9.mp3,Bi Anita baada ya kupokea andiko kuoka kwa Jacob alipitia kwa dakika kadhaa
audio_b178dad7,audio_b178dad7.mp3,kwa sababu angelaumiwa kwa kutoa ahadi ya uongo mbele ya marehemu
audio_36f1d19e,audio_36f1d19e.mp3,May mwaka elfumbili kikosi maalumu cha wanajeshi
audio_577230cd,audio_577230cd.mp3,wengi kwa uzee magonjwa na njaa Kwaiyo vizazi na vizazi vilitokomea wangali hawajapata makazi
audio_ee5407de,audio_ee5407de.mp3,Halafu nilitaka kujua kama kuna mtu mwingine yeyote aliyejua nakwenda Ngara alihoji Jacob
audio_04629b3d,audio_04629b3d.mp3,Jacob alijaribu kufikiria lakini akasema aliyefikisha taarifa alikuwa sahihi kwa kumlinda Hakizimana
audio_70bb9a80,audio_70bb9a80.mp3,Jiji lake la Kigali limekuwa miongoni mwa maeneo masafi zaidi Afrika
audio_fd8f4d0c,audio_fd8f4d0c.mp3,usambazaji wa madini ya tanzania kwa wateja unasimamiwa na serikali
audio_3de9893f,audio_3de9893f.mp3,na ya siri ni vigumu kujua kiwango cha sumu kilivyo na madhara
audio_ac0c677f,audio_ac0c677f.mp3,Anacheka bila sababu
audio_3f1d5a47,audio_3f1d5a47.mp3,neno la mwisho mimi nashukuru sana kwa kututembelea
audio_e3b4f4a6,audio_e3b4f4a6.mp3,karibu wanaume wote wazima waliitwa kwenye uwanja
audio_888cec00,audio_888cec00.mp3,Pia Uislamu unafundisha udugu miongoni mwa Waislamu yaani mzizi
audio_b9a2dd79,audio_b9a2dd79.mp3,mimi jana nimeweza kumkuta eeh leo nimeweza kumkuta huyo
audio_f8517928,audio_f8517928.mp3,Anauza njugu karanga
audio_20f0e905,audio_20f0e905.mp3,Urusi ilikuwa udikteta chini ya chama cha kikomunisti
audio_ee93bdec,audio_ee93bdec.mp3,naye na kupewa kazi ya kueneza Habari Njema ndio waliokuwa viongozi
audio_38ba4c58,audio_38ba4c58.mp3,mazungumzo upachikaji kupita kiasi kama kwa mfano kwa Waitaliano
audio_a93980ab,audio_a93980ab.mp3,Pia kuna mazao ya biashara ya Kahawa Chai na Tumbaku
audio_7edfef3b,audio_7edfef3b.mp3,malkia elizabeth alifanya utafiti wa mashitaka ya mary stuart
audio_f1f3d0ab,audio_f1f3d0ab.mp3,ambao asili yao walitokea Hemit Ethiopia
audio_e518b204,audio_e518b204.mp3,baadhi ya jamii za kina pofu huwa wanazaliwa na pembe Lakini hii kwa hakika
audio_2630a9b3,audio_2630a9b3.mp3,Vijito vidogovidogo vinavyotoka Ziwa Natron mpakani mwa Kenya
audio_933b2e8a,audio_933b2e8a.mp3,kiwango cha umiliki wa boti kilikuwa asilimia sitini
audio_e29c9523,audio_e29c9523.mp3,Akaanza kucheza na mlango baada ya kuchokonoa kwa muda kitasa kilifunguka
audio_5a67c04c,audio_5a67c04c.mp3,o wamefungwa bila hatia na ametoa wito kwa serikali za nchi husika
audio_642c9613,audio_642c9613.mp3,Ila wewe bwana
audio_e7330268,audio_e7330268.mp3,Nataka kununua ndege ya jirani
audio_52688613,audio_52688613.mp3,Istanbuli wakisema hawataki utawala wa sheria za Kiislamu
audio_1a99f923,audio_1a99f923.mp3,jumuiya za kidini zimepata uhai mpya Wafuasi wa dini hawahesabiwi katika
audio_0c9b0263,audio_0c9b0263.mp3,Dini Biashara Utawala Harakati za kisiasa Hamahama za watu
audio_f53dd279,audio_f53dd279.mp3,jambo hili lilipelekea vifo vya watu wengi sana
audio_8fdb386d,audio_8fdb386d.mp3,Nimepata dhahabu kwake Mugudha
audio_8b26f69d,audio_8b26f69d.mp3,akazofuatiwa ilikuhakikisha uchumi wa congo unainuka
audio_40d9a2c2,audio_40d9a2c2.mp3,Mdomoni kwa kawaida mto huishia katika gimba kubwa zaidi ya maji
audio_c584e949,audio_c584e949.mp3,tisa katika eneo la Tanzania ya leo Wakristo walikuwa elfu kadhaa tu
audio_06a8d3e3,audio_06a8d3e3.mp3,lakini tukisema katika asilimia lets say asilimia mia tunaweza tukasema asilimia tisini
audio_dcfc6d0f,audio_dcfc6d0f.mp3,Kihispania asilimia kumi na mbili Dini Nchini
audio_39cdc979,audio_39cdc979.mp3,Aliajiriwa kwenye benki
audio_5875abdd,audio_5875abdd.mp3,uzalishaji wa mazao ya kilimo mifugo na uvuvi
audio_9e2f141d,audio_9e2f141d.mp3,Nafurahia kuwa nanyi.
audio_9aa811ab,audio_9aa811ab.mp3,malipo hayo yanajumuisha mishahara na matumizi mbalimbali
audio_ee766494,audio_ee766494.mp3,katika nafasi ya mkurugenzi wa Taasisi ya Uchunguzi jina katika mwaka elfu moja mia
audio_5f04334c,audio_5f04334c.mp3,Fredrick Sumaye ndiye mtu pekee mpaka sasa aliyehudumu kwa miaka kumi mfululizo kama Waziri
audio_388e0b94,audio_388e0b94.mp3,supu Wamasai hupenda kuichukua kama dawa na inajulikana kuwafanya jasiri wenye nguvu na washindani
audio_d0404c77,audio_d0404c77.mp3,naeleza namna alivyoyapokea matokeo hayo
audio_a6a49ba7,audio_a6a49ba7.mp3,na visa vya kulipiza kisasi katika eneo la joes
audio_6d7a02aa,audio_6d7a02aa.mp3,lakini lazima tujue ni nini imefanyika sehemu zingine
audio_d9be63cd,audio_d9be63cd.mp3,Erdogan alikuwa na hakika kwamba rafiki yake
audio_42f09bb0,audio_42f09bb0.mp3,Usimchokoze mwanangu mzuri.
audio_69eb20bc,audio_69eb20bc.mp3,Mao ze Dong wa Uchina na wengineo wengi duniani
audio_dfcd809e,audio_dfcd809e.mp3,inayochangia utegemeaji wa dawa za kulevya Koob na Kreek
audio_8af827e6,audio_8af827e6.mp3,Leo kuna tamasha la kuchangia sentensi
audio_86427894,audio_86427894.mp3,Koti la baba.
audio_56f6392a,audio_56f6392a.mp3,na studio yake iitwayo kisiwa cha leon Mwanamuziki huyo ametajwa na takwimu za kifedha
audio_dea2c7fc,audio_dea2c7fc.mp3,ujio wa wafaransa ulidhoofisha mamlaka ya kifalme
audio_3f905788,audio_3f905788.mp3,ili kumaliza machafuko ambao yanaendelea katika eneo la ukanda wa gaza
audio_f4f60328,audio_f4f60328.mp3,Wakoloni wa Kijerumani waliita Vita ya Majimaji kuwa ni uasi wa Majimaji au Majimaji
audio_ae3b9b5d,audio_ae3b9b5d.mp3,Yule ni mfupi kushinda dadake
audio_b7f98259,audio_b7f98259.mp3,Rafiki yake alimdunga na kisu akamwacha akufe
audio_da2f116a,audio_da2f116a.mp3,mubarak anaweza akaondoka na nchi ikaendelea kuwa ya amani
audio_09bece11,audio_09bece11.mp3,Wanaume hupenda kulima kila asubuhi.
audio_5fbb3cfe,audio_5fbb3cfe.mp3,Mwalimu yuko darasani
audio_c620b83b,audio_c620b83b.mp3,siyo kila mauaji yanasitahili kuliinganishwa na mauaji ya kimbari
audio_8d8138a6,audio_8d8138a6.mp3,na zaidi Rais Obama alipokuwa katika ardhi ya Tanzania
audio_841f5492,audio_841f5492.mp3,Nawahimiza tukae na amani undugu na uhuru
audio_7a117763,audio_7a117763.mp3,mmoja haswa katika miji ya mkoa Wanasaidiana sana kwa
audio_5821634d,audio_5821634d.mp3,shaaza kutoa visingizio vya baadhi
audio_5d4b94be,audio_5d4b94be.mp3,anatuelezea kile kilichojiri juma hili
audio_3b867fae,audio_3b867fae.mp3,kuzibia riziki Na kunifanyia mabaya haitanipata mihilaki hazitanipata mihilaki Mungu kaweka mgao wa maelfu
audio_a9c34b7e,audio_a9c34b7e.mp3,Unatumia tena simu
audio_54f53b02,audio_54f53b02.mp3,Wanaendesha masaa matatu kila siku.
audio_f1e60392,audio_f1e60392.mp3,ndio hivi wakati amani inawahi kuonekana pole pole na ka
audio_2a435aa3,audio_2a435aa3.mp3,mengine ya Wakristo haupatikani mpaka Ulaya Wakatuma wasafiri
audio_70ff58f8,audio_70ff58f8.mp3,vasco da Gama aliondoka tena lakini aliacha Wareno wachache nyuma yake
audio_a67b55f4,audio_a67b55f4.mp3,Yuko tayari kukaa na wewe
audio_3cdf0429,audio_3cdf0429.mp3,nyumba kuwa na siri
audio_b383f6b9,audio_b383f6b9.mp3,Gari limeanguka
audio_b257b9d7,audio_b257b9d7.mp3,ya kuniudhi kila saa
audio_f4b95378,audio_f4b95378.mp3,wengine wa kike kwani hadi sasa amenyakua tuzo mbalimbali ndani na nje ya nchi
audio_ae167437,audio_ae167437.mp3,kwa kweli usipoteze udhibiti wako mwenyewe vinginevyo unadharauliwa
audio_886be4de,audio_886be4de.mp3,ligi ya nchini humo wakiwa na pointi arobaini na nane
audio_d4b24aa4,audio_d4b24aa4.mp3,mto huo wakaupa jina la Boil River na
audio_4207138a,audio_4207138a.mp3,aliongozi nchi hiyo tangu mwaka wa elfu moja mia tisa sitini na tatu
audio_f2d858db,audio_f2d858db.mp3,naamini jambo hilo litamuangusha
audio_465f00d3,audio_465f00d3.mp3,kuwaumiza hadi kiini Waturuki hawapaswi kamwe kutangaza
audio_25637e5f,audio_25637e5f.mp3,Yeye alifika kuchelewa kazini
audio_204db030,audio_204db030.mp3,Mzee Makame alimwambia mke wake amuandalie mgeni chakula
audio_ffb562a3,audio_ffb562a3.mp3,halali wa uchaguzi ambao ulifanyika
audio_f538f8e7,audio_f538f8e7.mp3,kilichopokea maneno mengi ya asili ya nje
audio_4ea0ab3b,audio_4ea0ab3b.mp3,kwa sababu ya utendaji wao wa kazi
audio_ce652490,audio_ce652490.mp3,Niliongea na gavana wa Mombasa leo
audio_1f52ebeb,audio_1f52ebeb.mp3,otaka kesi hiyo inayokabili baru shimana kuhamishwa katika mahakama hiyo
audio_c602a543,audio_c602a543.mp3,Katika nchi ya Tanzania kuna mikoa ambayo imeweka historia kubwa
audio_b5cd6853,audio_b5cd6853.mp3,Kwa mwoga huenda kicheko na kwa shujaa huenda kilio
audio_883a2aee,audio_883a2aee.mp3,Lilianzishwa tarehe saba mwezi wa nne mwaka elfu moja mia tisa arobaini na nane
audio_1b725312,audio_1b725312.mp3,Nguo nyeusi sana
audio_a246cf57,audio_a246cf57.mp3,ujangili ni hatari sana kwa wanyapori
audio_31c9d691,audio_31c9d691.mp3,mikubwa Na kila mmoja aweze kushikilia kaboni
audio_41ee05c5,audio_41ee05c5.mp3,na kutabiriwa na Agano la KaleUkristo ni matokeo ya utume wa Yesu
audio_dac44e4d,audio_dac44e4d.mp3,Uwajibikaji katika kazi zao pamoja na kwenda sambamba na vipaumbele
audio_40be3e56,audio_40be3e56.mp3,Aliacha enzi na utukufu mbinguni.
audio_b9bccbc1,audio_b9bccbc1.mp3,akiogopa hasira ya chifu akaamua kuhama akiwa pamoja na vijana kumi na nne na
audio_637c1ef9,audio_637c1ef9.mp3,nje ya ndoa ya familia ya mkulima bwanyenye
audio_7b33c17b,audio_7b33c17b.mp3,mwanachama wa Shirikisho la Mataifa mwaka elfu Moja mia Tisa
audio_a490abf9,audio_a490abf9.mp3,Sote tunakumbuka bendi kama Diamond Sound ambayo ilikuwa ikipiga nyimbo nyingi za Congo
audio_38a85b19,audio_38a85b19.mp3,wananchi wame wamechoka kuonewa wamechoka kugandamizwa
audio_c9bcb529,audio_c9bcb529.mp3,inakuwa ni magumu kwa kupata kuni kwa kudumu kwa kufanya kupiga mafija
audio_5b544522,audio_5b544522.mp3,Ofisi ya Makamu wa Rais inayo jukumu la kuratibu ujumuishaji wa masuala ya mazingira
audio_227bf8d1,audio_227bf8d1.mp3,wanamuziki hawa waliimba saa baada ya saa
audio_0c471f6f,audio_0c471f6f.mp3,Kushirikiana katika kuwajengea uwezo wanawake kiuchumi kuanzia wanapozaliwa kimasomo na katika afya
audio_a321624e,audio_a321624e.mp3,aa bila shaka wasikilizaji wako uzuri pia nawe
audio_946c6d41,audio_946c6d41.mp3,pamoja Kuwa mto mkubwa na wenye bonde
audio_5cb2c0c7,audio_5cb2c0c7.mp3,Bonde la Mto Ruvuma na Pwani ya Kusini lina mito mikuu mitano
audio_83f9c195,audio_83f9c195.mp3,wa kabila la Wakakwa ambaye alikuwa Mkatoliki aliyehamia Uislamu mnamo elfu moja Mia tisa
audio_78af8056,audio_78af8056.mp3,mjerumani heinrich hertz alitagundua mawimbi ya sumakuumeme
audio_b5782cbe,audio_b5782cbe.mp3,mwaka elfu moja mia tisa sitini na moja Luteni
audio_d14c0cf7,audio_d14c0cf7.mp3,wenyeji Waindio Katika vita ya uhuru wa Marekani
audio_1103fe70,audio_1103fe70.mp3,Lakini kwa bahati mbaya katika miji mikubwa kama Istanbul
audio_fd2fb0be,audio_fd2fb0be.mp3,Mimi ni msanii hodari
audio_785f94f1,audio_785f94f1.mp3,Iran ina mchanganyiko wa makabila na dini uliounganishwa na
audio_895587f8,audio_895587f8.mp3,"Hawa, sioni wengine, kwao liko angamiyo"
audio_458edff6,audio_458edff6.mp3,Diplomasia yake ikawa ya kutazama ndani zaidi ya nchi yake
audio_d05fd642,audio_d05fd642.mp3,o kinaendelea kukubwa na matatizo ya wanachama
audio_ead976b9,audio_ead976b9.mp3,wachagga wengi wanapenda kurudi nyumbani kipindi cha krismasi
audio_a8bb2b0f,audio_a8bb2b0f.mp3,kupata fursa ya kugombea uraisi inabidi ufanye kweli kutetea demokrasia ya nchi
audio_d3e7e344,audio_d3e7e344.mp3,sherehe hizi zinahudhuriwa na rais wa sudan omar al bashir na amesema kwamba
audio_fd13066a,audio_fd13066a.mp3,ya vikundi vingine vya nyumbani zimebeba silaha
audio_de9bc519,audio_de9bc519.mp3,na msikisiko uchumi uliojitokeza
audio_9e9af74c,audio_9e9af74c.mp3,Na unastahili heshima hasa unapoandika au kuizungumzia historia ya muziki wa dansi Tanzania
audio_2dc843cc,audio_2dc843cc.mp3,mridhiko wa inaweza kusaidia kuelewa mwenendo wa dawa za
audio_f33e753a,audio_f33e753a.mp3,Tafsiri maneno yangu nisikie
audio_52b0775f,audio_52b0775f.mp3,Hiyo ni kutokana na vijana kufunzwa maadili toka wakiwa watoto
audio_9d80d252,audio_9d80d252.mp3,alitangaza mwezi huu kuwa Marekani msababishaji mkubwwa wa
audio_2f569914,audio_2f569914.mp3,wa uhuru alibadilisha jina la nchi kuwa Ghana Hii ilikuwa koloni la kwanza kupata
audio_673b2a63,audio_673b2a63.mp3,kadhaa tumekuwa tukiambiwa tukubali matokeo
audio_dbb3eb63,audio_dbb3eb63.mp3,nyumbani akiwemo Profesa Jay na wengine kadhaa waliofanikiwa kushirikishwa katika nyimbo nyingi kuliko wasanii
audio_523e121f,audio_523e121f.mp3,hewa na kuongezeka kwa uwezekano wa kushambuliwa na ugonjwa
audio_49cb5c76,audio_49cb5c76.mp3,ukahaba na kutumia dawa za kulevya siyo mzuri
audio_43c90f2c,audio_43c90f2c.mp3,unahitaji kuingiza maelezo ya kituo cha redio yako
audio_6770f86c,audio_6770f86c.mp3,Katika mwaka elfu moja mia tisa tisini na nane
audio_e195c682,audio_e195c682.mp3,ambao walituvutia Na kama kawaida tunazungumza juu yao kwa ufupi sana
audio_c9430f5c,audio_c9430f5c.mp3,Kaka yake anasema hakuna yeyote kwenye familia aliyewahi kuwa na ndoto
audio_e81b15a4,audio_e81b15a4.mp3,ya mapenzi lakini sijaingia studio Sasa hii naihisi inachukua chati kwa sababu
audio_a58c1db7,audio_a58c1db7.mp3,Nakuja kukusaidia kufanya sherehe
audio_b59d6d90,audio_b59d6d90.mp3,"Alijiuliza maswali mengi, ni nini mshua wake anafanya?"
audio_a4e11dab,audio_a4e11dab.mp3,mwandishi wetu aliyeko nchini somalia fatma san mbur
audio_fc3174ec,audio_fc3174ec.mp3,michakato ya wabunge kutoka kwa vijana machachari
audio_3ef78323,audio_3ef78323.mp3,ni katibu mwenezi taifa tanzania labour party
audio_ad2cc09e,audio_ad2cc09e.mp3,shirikisho lake pamoja na eneo la Krim na mji wa Sevastopol Maeneo ya
audio_7afdd85b,audio_7afdd85b.mp3,kwenye mto na kupitia msitu mnene na usio na msamaha
audio_96f09cbc,audio_96f09cbc.mp3,na ndio maana kumekuwa na umuhimu wa kufika
audio_c58b520e,audio_c58b520e.mp3,kutokana na matumizi yake kwa sababu ya matumizi haramu
audio_3333aa12,audio_3333aa12.mp3,amesema takwimu zinaonyesha kuwa bei ya vyakula kwa mwezi februari
audio_0bb72362,audio_0bb72362.mp3,Msichana anakunywa maji.
audio_5fae4869,audio_5fae4869.mp3,Mwili unazikwa ukiwa umekalishwa kitako huko magharibi mwa Kenya kwa kuhofia laana
audio_5a8e39e7,audio_5a8e39e7.mp3,wao huikuta lugha ya kipijini ama lugha yao ya kwanza Inapofikia hatua ya aina
audio_c5872b16,audio_c5872b16.mp3,hivyo hayapokei hewa yenye unyevunyevu kutoka bahari
audio_af1d69eb,audio_af1d69eb.mp3,Hadithi za habari na kuzivunja katika vipengele muhimu
audio_066d1115,audio_066d1115.mp3,Tujiunge pamoja tukitaka mafanikio
audio_50612c6b,audio_50612c6b.mp3,akiangazia hatua ya kutaka kutumia demokrasia
audio_acbab5de,audio_acbab5de.mp3,Jacob alikubali akasema ameenda kuonana na Debby pia na kuongea nae
audio_3219ff3e,audio_3219ff3e.mp3,kwa kuwa umetupwa na nani umejitupa mwenyewe
audio_dad09009,audio_dad09009.mp3,ee results tuna tunazipata
audio_3398caf9,audio_3398caf9.mp3,rwanda ama nchi nyingine karibuni
audio_15ae8bcd,audio_15ae8bcd.mp3,mwili wa hartley ulipatikana wiki mbili baada ya kuzama kwa titanic
audio_e4ef2c1e,audio_e4ef2c1e.mp3,na kusema kuwa yeye amewahamisha wakulima kuandaa
audio_9aac3cf1,audio_9aac3cf1.mp3,tume huru ya uchaguzi pendekeze tarehe
audio_6162b487,audio_6162b487.mp3,Hali iliyopelekea kuchangia kwa kiasi kikubwa kudumisha amani
audio_a97c1b70,audio_a97c1b70.mp3,lugha ya Kiswahili Serikali huru ya Kenya
audio_615c502c,audio_615c502c.mp3,Mpira wa miguu pia wengi hupendelea kuita soka au kandanda
audio_b98f00fb,audio_b98f00fb.mp3,Amerika ni nchi nzuri sana kushinda nchi zingine
audio_c31b42db,audio_c31b42db.mp3,mwaka elfu moja mia tisa themanini na tatu
audio_3bd72dee,audio_3bd72dee.mp3,haya kila moja lina upekee katika Utamaduni na kwa ujumla ustaarabu na mifumo yake
audio_50695964,audio_50695964.mp3,Kutokana na umuhimu wake katika historia ya binadamu
audio_5321b53e,audio_5321b53e.mp3,kwa wenyewe ya Marekani ilipigwa kuanzia majimbo ya kusini na
audio_2b91baa9,audio_2b91baa9.mp3,tor robert wile makinika nami
audio_1b1c2dd6,audio_1b1c2dd6.mp3,kuona kwamba hali ya uchaguzi kama hii haikubalika kabisa tunge
audio_e76ff69c,audio_e76ff69c.mp3,Chapati imeiva
audio_44f24d2f,audio_44f24d2f.mp3,kwenye mauwaji ya waandamanaji waliokuwa wanachangiza mapinduzi
audio_651c2cb8,audio_651c2cb8.mp3,iliruhusu mfumo wa vyama vingi vya siasa Tanzania
audio_2283850f,audio_2283850f.mp3,huyo ni dancan khaemba mwanahabari akiwa nchini kenya
audio_3f2f400e,audio_3f2f400e.mp3,na yenye manufaa ya chakula na cha kunywa
audio_19fd79cb,audio_19fd79cb.mp3,Alimwambia kuwa wanaume wa pale hawaiti kwa kuomba wanaita kwa amri
audio_2de9bd31,audio_2de9bd31.mp3,ya desturi Kunyongwa kisheria hakujulikani na malipo ya kawaida kwa ngombe hutosheleza mambo Kuna
audio_b7611ca7,audio_b7611ca7.mp3,urefu ni baina ya mita tisini na mita mia moja ishirini
audio_9caaf901,audio_9caaf901.mp3,ulikuwa nami mtayarishaji na msimlizi wako karuma sagama
audio_0f2f5dd1,audio_0f2f5dd1.mp3,na nne alikuwa Josef Stalin aliyeweza kugeuza utawala wa chama kuwa utawala wake mwenyewe
audio_3e73711b,audio_3e73711b.mp3,nne na Stashahada ya Juu katika Bima Kwa kuongezea Mwanafalsafa ana Cheti cha Teknolojia
audio_281c4c61,audio_281c4c61.mp3,nchi humulikwa ikaonekana na kusikika kila pembe
audio_90d8d343,audio_90d8d343.mp3,iliojaa furaha na amani muziki
audio_053a4e44,audio_053a4e44.mp3,kufungua barabara ili kurahisisha usafiri kuna afisa hao
audio_8acf1819,audio_8acf1819.mp3,baraza la usalama la umoja mataifa
audio_476868f9,audio_476868f9.mp3,msemaji wa jeshi la uganda luteni kanali felix kureithi
audio_18d7dc35,audio_18d7dc35.mp3,hebu tumsikilize rebuen kumbuka mwandishi wetu
audio_38fcb3fb,audio_38fcb3fb.mp3,sasa itawabidi labda yataambiwa wajitetee wakijitetea watajitetea kisheria
audio_eaadd32e,audio_eaadd32e.mp3,Hussein alisoma shahada ya uzamili ya utabibu wa kimataifa
audio_f12b6c09,audio_f12b6c09.mp3,malengo ya kiutawala na vilevile wanateolojia walitumia siasa
audio_2dd0e335,audio_2dd0e335.mp3,Magufuli hakuwahi kufanya kazi katika wizara ya mambo ya nje
audio_ad848a17,audio_ad848a17.mp3,wao na kama na na na kila mahala wanaongozwa zaidi
audio_8b97a486,audio_8b97a486.mp3,kuhama Wengi wao walikwenda Azabajani ambapo walipokea
audio_b0fac3f5,audio_b0fac3f5.mp3,Mambo yanayosisitizwa katika Sheria hii ni mipango na usimamizi
audio_c8c645ba,audio_c8c645ba.mp3,Tunahitaji kununua maziwa zaidi.
audio_05008441,audio_05008441.mp3,"Alimradi unanipenda, peke yetu tutaishi kwenye dunia."
audio_0c471b66,audio_0c471b66.mp3,ambapo mkoa chini ya uongozi wa Mkuu wa Mkoa aliyekuwepo wakati huo Capteni
audio_dd24bed9,audio_dd24bed9.mp3,ilianza kazi tarehe kumi na nne juni
audio_b3401176,audio_b3401176.mp3,wizara ya afya imendelea kuomba msaada wa haraka
audio_a3994367,audio_a3994367.mp3,ya dawa za kulevyauzima lakini la kushangaza ni kuwa kiasi
audio_b7c1363a,audio_b7c1363a.mp3,kulingana na kifungo cha ishirini na mbili cha mkataba wa Versailles
audio_7679202b,audio_7679202b.mp3,alivyopokewa Obama Bila shaka hamasa ile kubwa
audio_0d6bc1b2,audio_0d6bc1b2.mp3,katikati ya jangwa Ndege ikaanguka katika ya miti msituni
audio_d8163f3b,audio_d8163f3b.mp3,Watu wengi wamezoea kutumia karafuu kama kiungo cha chai
audio_d743bbf6,audio_d743bbf6.mp3,kuna viongozi wanaotakiwa kupandishwa kizimbani kujibu mashtaka
audio_686b9449,audio_686b9449.mp3,athari anaongezeka kutokana na matumizi makubwa katika matibabu
audio_9cb55695,audio_9cb55695.mp3,kwa sababu inaelekea sasa kwamba kuna mvutano
audio_d94cf769,audio_d94cf769.mp3,Nilikuwa na njaa.
audio_8810d950,audio_8810d950.mp3,Palikuwa na mawe ya ujenzi na mbao za kukusanya na kuondoa maji machafu
audio_33fc186d,audio_33fc186d.mp3,Zanzibar kuna Waasia awali kutoka India na nchi za Kiarabu
audio_43308625,audio_43308625.mp3,sheria ya binadamu ya kimataifa ilitakiwa kufanya kazi
audio_12e92b3e,audio_12e92b3e.mp3,tanzania na ya kukaa kimya watanzania ni watu wachache ambao wanafahamu haki zao
audio_ca083536,audio_ca083536.mp3,fumu ingine ila ni jukumu lako mwenyewe
audio_6047e767,audio_6047e767.mp3,Nimeenda mjini narudi baadae
audio_fc13e654,audio_fc13e654.mp3,mgonjwa wa ukimwi anaweza kukonda sana
audio_20ec06f7,audio_20ec06f7.mp3,Eunoto na kuwa wazee nywele zao ndefu zilizosukwa hunyolewa Themanini na tatu Vilevile wanaume
audio_7c003c6f,audio_7c003c6f.mp3,Atakuchukua hivyo ulivyo akufanye kiumbe kipya.
audio_4be99c4d,audio_4be99c4d.mp3,yao makubwa yenye watu wengi zaidi Majiji
audio_88fde0fb,audio_88fde0fb.mp3,"Hauwezi kushindana, oh kushindana"
audio_d018573a,audio_d018573a.mp3,"Na anayempenda hajui, hatambui."
audio_9e9e9413,audio_9e9e9413.mp3,tunaweza sema kwamba kulingana na matamshi yake ni kwamba
audio_06f54756,audio_06f54756.mp3,Shirika hili lilikuwa likiongozwa na Askofu Edward
audio_06b61551,audio_06b61551.mp3,Dee anastahili heshima hiyo Historia yake kimuziki Binti huyu wa mzee Mbibo kutoka kijiji
audio_8318376b,audio_8318376b.mp3,bunge hilo lilivunjwa na raisi wa serikali ya wanafunzi
audio_c7b99e99,audio_c7b99e99.mp3,kabla ya kuwasilisha ripoti yao kwa marais wa bukinafaso
audio_be7b496e,audio_be7b496e.mp3,Ni ufanisi katika kuharibu seli vegetative ya microorganism
audio_8f559226,audio_8f559226.mp3,na la pili ni kwamba lazima kanuni zote za sheria zifwatiliwe kwamba
audio_69734ee6,audio_69734ee6.mp3,mara zisizohesabika Ama kwa hakika ujio wa Obama
audio_1e57a113,audio_1e57a113.mp3,Masomo hayawezi kunilemea
audio_bdd772d3,audio_bdd772d3.mp3,wa wakaazi wa eneo hilo ulianza Hii
audio_2b306c78,audio_2b306c78.mp3,Bahati mbaya aliaga dunia
